"","char.name","char.stat","char.value"
"498","Alan Grout","Portrayed by","Jon Glentoran (search)"
"499","Alan Grout","Introduced by","Julia Smith (1985)"
"500","Alan Grout","Appears on","29 August 1985"
"501","Alan Grout","Duration","1985"
"502","Alan Grout","Episode Count"," 1 "
"503","Alan Grout","Status","Alive"
"504","Alan Grout","Occupation","Housing Officer"
"505","Alan Grout","Page Links:","What Links Here"
"506","Alan Hall","Other names","The Vagrant"
"507","Alan Hall","Portrayed by","Nick Pickard"
"508","Alan Hall","Introduced by","Leonard Lewis (1994)"
"509","Alan Hall","Gender"," Male"
"510","Alan Hall","Appears on","8 March 1994"
"511","Alan Hall","Cause/Reason","Burned to death in a fire started by Phil Mitchell"
"512","Alan Hall","Duration","1994"
"513","Alan Hall","Episode Count"," 1 "
"514","Alan Hall","Address","89C George Street"
"515","Alan Hall","Status","Deceased"
"516","Alan Hall","Date of Death","8 March 1994"
"517","Alan Hall","Classification","Former; guest"
"518","Alan Hall","Page Links:","What Links Here"
"519","Alan Jackson","Portrayed by","Howard Antony"
"520","Alan Jackson","Introduced by","Leonard Lewis (1993) Bryan Kirkwood (2010)"
"521","Alan Jackson","Gender"," Male"
"522","Alan Jackson","First Appearance","16 November 1993"
"523","Alan Jackson","Last Appearance","26 October 2010"
"524","Alan Jackson","Credits","List of appearances"
"525","Alan Jackson","Cause/Reason","Left Walford after Billie Jackson's funeral"
"526","Alan Jackson","Duration","1993-1997, 2010"
"527","Alan Jackson","Episode Count"," 358 "
"528","Alan Jackson","Doof Doof Count"," 15 "
"529","Alan Jackson","Status","Alive"
"530","Alan Jackson","Age","54"
"531","Alan Jackson","Date of Birth","22 November 1967"
"532","Alan Jackson","Occupation","Plumber"
"533","Alan Jackson","Classification","Former; regular"
"534","Alan Jackson","Wife","Carol Branning (1996-1999)"
"535","Alan Jackson","Romances","Frankie Pierre"
"536","Alan Jackson","Sons","Billie Jackson Kai Jackson"
"537","Alan Jackson","Stepsons","Robbie Jackson"
"538","Alan Jackson","Step-grandsons","Liam ButcherSami JacksonMorgan Butcher"
"539","Alan Jackson","Stepdaughters","Bianca JacksonSonia Jackson"
"540","Alan Jackson","Step-granddaughters","Natasha Butcher (deceased)Tiffany Butcher-BakerWhitney Dean (adoptive)Bex Fowler"
"541","Alan Jackson","Brothers","Malcolm Jackson"
"542","Alan Jackson","Grandmothers","Blossom Jackson"
"543","Alan Jackson","Page Links:","What Links Here"
"544","Alan McIntyre","Portrayed by","Pip Miller (search)"
"545","Alan McIntyre","Introduced by","Julia Smith (1987)"
"546","Alan McIntyre","Gender"," Male"
"547","Alan McIntyre","First Appearance","3 December 1987"
"548","Alan McIntyre","Last Appearance","10 October 1989"
"549","Alan McIntyre","Duration","1987-1989"
"550","Alan McIntyre","Episode Count"," 12 "
"551","Alan McIntyre","Status","Alive"
"552","Alan McIntyre","Occupation","Landlord"
"553","Alan McIntyre","Classification","Former; regular"
"554","Alan McIntyre","Page Links:","What Links Here"
"555","Alan Millward","Portrayed by","Simon Rouse (search)"
"556","Alan Millward","Introduced by","Michael Ferguson (1990)"
"557","Alan Millward","Gender"," Male"
"558","Alan Millward","First Appearance","13 November 1990"
"559","Alan Millward","Last Appearance","15 November 1990"
"560","Alan Millward","Episode Count"," 2 "
"561","Alan Millward","Status","Alive"
"562","Alan Millward","Occupation","Police Officer"
"563","Alan Millward","Classification","Former; guest"
"564","Alan Millward","Page Links:","What Links Here"
"565","Alan Murray","Portrayed by","— (search)"
"566","Alan Murray","Gender"," Male"
"567","Alan Murray","Date of Birth","29 March 1968"
"568","Alan Murray","Classification","Unseen"
"569","Alan Murray","Father","Joyce Murray"
"570","Alan Murray","Mother","Ted Murray"
"571","Alan Murray","Sisters","Judith ThompsonBarbara"
"572","Alan Murray","Nephews","Toby Thompson"
"573","Alan Murray","Nieces","Harriet Thompson"
"574","Alan Murray","Page Links:","What Links Here"
"575","Alan Richards","Portrayed by","Michael Irving (search)"
"576","Alan Richards","Introduced by","Julia Smith"
"577","Alan Richards","Gender"," Male"
"578","Alan Richards","Appears on","10 November 1988"
"579","Alan Richards","Duration","1988"
"580","Alan Richards","Episode Count"," 1 "
"581","Alan Richards","Occupation","Taxi Driver"
"582","Alan Richards","Classification","Former; guest"
"583","Alan Richards","Page Links:","What Links Here"
"584","Alan Robinson","Portrayed by","Chris Bell (search)"
"585","Alan Robinson","Introduced by","Sean O'Connor"
"586","Alan Robinson","Gender"," Male"
"587","Alan Robinson","First Appearance","2 February 2017"
"588","Alan Robinson","Status","Alive"
"589","Alan Robinson","Occupation","Builder"
"590","Alan Robinson","Classification","Former; guest"
"591","Alan Robinson","Page Links:","What Links Here"
"592","Alan Sugar","Portrayed by","Himself (search)"
"593","Alan Sugar","First Appearance","Walford Apprentice"
"594","Alan Sugar","Occupation","Business Man"
"595","Alan Sugar","Page Links:","What Links Here"
"596","Alanagh (30 March 2021)","Portrayed by","Shala Nyx (search)"
"597","Alanagh (30 March 2021)","Introduced by","Kate Oates (2021) Jon Sen (2021)"
"598","Alanagh (30 March 2021)","Gender"," Female"
"599","Alanagh (30 March 2021)","Appears on","30 March 2021"
"600","Alanagh (30 March 2021)","Duration","2021"
"601","Alanagh (30 March 2021)","Episode Count"," 1 "
"602","Alanagh (30 March 2021)","Status","Alive"
"603","Alanagh (30 March 2021)","Classification","Former; guest"
"604","Alanagh (30 March 2021)","Page Links:","What Links Here"
"605","Alanah (6 December 2019)","Portrayed by","Madeleine Macmahon (search)"
"606","Alanah (6 December 2019)","Introduced by","Kate Oates Jon Sen"
"607","Alanah (6 December 2019)","Gender"," Female"
"608","Alanah (6 December 2019)","Appears on","6 December 2019"
"609","Alanah (6 December 2019)","Duration","2019"
"610","Alanah (6 December 2019)","Episode Count"," 1 "
"611","Alanah (6 December 2019)","Status","Alive"
"612","Alanah (6 December 2019)","Classification","Former; guest"
"613","Alanah (6 December 2019)","Page Links:","What Links Here"
"614","Albert (18 June 2013)","Portrayed by","Huw Parmenter (search)"
"615","Albert (18 June 2013)","Introduced by","Lorraine Newman"
"616","Albert (18 June 2013)","Gender"," Male"
"617","Albert (18 June 2013)","Appears on","18 June 2013"
"618","Albert (18 June 2013)","Duration","2013"
"619","Albert (18 June 2013)","Episode Count"," 1 "
"620","Albert (18 June 2013)","Status","Alive"
"621","Albert (18 June 2013)","Classification","Former; guest"
"622","Albert (18 June 2013)","Page Links:","What Links Here"
"623","Albert Beale's father","Portrayed by","— (search)"
"624","Albert Beale's father","Classification","Unseen"
"625","Albert Beale's father","Sons","Albert Beale"
"626","Albert Beale's father","Daughters","Betty Beale"
"627","Albert Beale's father","Grandsons","Harry Beale Ronnie Beale Kenny Beale Pete Beale"
"628","Albert Beale's father","Granddaughters","Maggie Flaherty Dora Beale Pauline Fowler"
"629","Albert Beale's father","Great-grandsons","Conor Flaherty Eamonn Flaherty Tommy Flaherty John Flaherty David Wicks Ian Beale Mark Fowler Martin Fowler"
"630","Albert Beale's father","Great-granddaughters","Michelle Fowler Elizabeth Beale"
"631","Albert Beale's father","Other known relatives","Mary Flaherty Bianca Butcher Natasha Butcher Liam Butcher Tiffany Butcher Morgan Butcher Whitney Dean (adoptive) Joe Wicks Karen Wicks Peter Beale Lucy Beale Bobby Beale Vicki Fowler Mark Fowler Jnr Rebecca Fowler"
"632","Albert Beale's father","Page Links:","What Links Here"
"633","Albie Watts","Birth","Kayden Watts"
"634","Albie Watts","Portrayed by","Uncredited (search)"
"635","Albie Watts","Introduced by","Kate Oates (2020)Jon Sen (2020)"
"636","Albie Watts","Gender"," Male"
"637","Albie Watts","First Appearance","21 February 2020"
"638","Albie Watts","Credits","List of appearances"
"639","Albie Watts","Duration","2020-"
"640","Albie Watts","Episode Count"," Ongoing "
"641","Albie Watts","Doof Doof Count"," 2 "
"642","Albie Watts","Address","43 Albert Square (2022-)"
"643","Albie Watts","Status","Alive"
"644","Albie Watts","Age","2"
"645","Albie Watts","Date of Birth","14 February 2020"
"646","Albie Watts","Classification","Present; recurring"
"647","Albie Watts","Father","Keanu Taylor"
"648","Albie Watts","Mother","Sharon Watts"
"649","Albie Watts","Stepfather","Phil Mitchell (2020)Ian Beale (2020-2021)"
"650","Albie Watts","Half-Brothers","Dennis Rickman (deceased)"
"651","Albie Watts","Half-Sisters","Peggy Taylor"
"652","Albie Watts","Grandfathers","Gavin Sullivan Den Watts (adoptive) Shane"
"653","Albie Watts","Grandmothers","Carol Hanley Angie Watts (adoptive) Karen Taylor"
"654","Albie Watts","Great-grandfathers","Thomas Stretton"
"655","Albie Watts","Great-grandmothers","Ivy Sullivan"
"656","Albie Watts","Uncles","Kristopher HanleyJonathan HanleyDennis Rickman (adoptive) Keegan Butcher-BakerRiley TaylorChatham TaylorZack Hudson"
"657","Albie Watts","Aunts","Diane Hanley Vicki Fowler (adoptive) Chantelle Atkins (deceased)Bernadette Taylor"
"658","Albie Watts","Great-aunts","Margaret Midhurst Sally Kandice Taylor"
"659","Albie Watts","Nieces","Alyssa Lennox"
"660","Albie Watts","First cousins","Mackenzie Atkins Mia Atkins Belle Taylor (deceased)"
"661","Albie Watts","Page Links:","What Links Here"
"662","Aleesha Miller","Portrayed by","Freya Coltman-West Phoebe Coltman-West (search)"
"663","Aleesha Miller","Introduced by","Louise Berridge"
"664","Aleesha Miller","Gender"," Female"
"665","Aleesha Miller","First Appearance","29 October 2004"
"666","Aleesha Miller","Last Appearance","7 July 2006"
"667","Aleesha Miller","Duration","2004-2006"
"668","Aleesha Miller","Episode Count"," 67 "
"669","Aleesha Miller","Status","Alive"
"670","Aleesha Miller","Age","18"
"671","Aleesha Miller","Date of Birth","28 October 2004"
"672","Aleesha Miller","Occupation","Student"
"673","Aleesha Miller","Classification","Former; regular"
"674","Aleesha Miller","Father","Leo Taylor"
"675","Aleesha Miller","Mother","Demi Miller"
"676","Aleesha Miller","Grandfathers","Ray Taylor Keith Miller"
"677","Aleesha Miller","Grandmothers","Trisha Taylor Rosie Miller"
"678","Aleesha Miller","Uncles","Mickey Miller Darren Miller"
"679","Aleesha Miller","Aunts","Dawn Swann"
"680","Aleesha Miller","First cousins","Summer Swann George Trott"
"681","Aleesha Miller","Page Links:","What Links Here"
"682","Alex","Portrayed by","Jeremy Ang Jones (search)"
"683","Alex","Introduced by","Kate Oates (2019)"
"684","Alex","Gender"," Male"
"685","Alex","Appears on","4 April 2019"
"686","Alex","Episode Count"," 1 "
"687","Alex","Status","Alive"
"688","Alex","Occupation","Climbing Instructor"
"689","Alex","Classification","Former; guest"
"690","Alex","Page Links:","What Links Here"
"691","Alex (1995)","Portrayed by","Andrew Dumbleton (search)"
"692","Alex (1995)","Introduced by","Corinne Hollingworth (1995)"
"693","Alex (1995)","Gender"," Male"
"694","Alex (1995)","First Appearance","24 August 1995"
"695","Alex (1995)","Last Appearance","23 October 1995"
"696","Alex (1995)","Duration","1995"
"697","Alex (1995)","Episode Count"," 9 "
"698","Alex (1995)","Status","Alive"
"699","Alex (1995)","Classification","Former; guest"
"700","Alex (1995)","Page Links:","What Links Here"
"701","Alex (2 August 2019)","Portrayed by","Vic Zander (search)"
"702","Alex (2 August 2019)","Introduced by","Kate Oates Jon Sen"
"703","Alex (2 August 2019)","Gender"," Male"
"704","Alex (2 August 2019)","Appears on","2 August 2019"
"705","Alex (2 August 2019)","Duration","2019"
"706","Alex (2 August 2019)","Episode Count"," 1 "
"707","Alex (2 August 2019)","Status","Alive"
"708","Alex (2 August 2019)","Classification","Former; guest"
"709","Alex (2 August 2019)","Page Links:","What Links Here"
"710","Alex (2008)","Portrayed by","Philip Honeywell (search)"
"711","Alex (2008)","Introduced by","Diederick Santer"
"712","Alex (2008)","Gender"," Male"
"713","Alex (2008)","Appears on","3 January 2008"
"714","Alex (2008)","Duration","2008"
"715","Alex (2008)","Episode Count"," 1 "
"716","Alex (2008)","Status","Alive"
"717","Alex (2008)","Classification","Former; guest"
"718","Alex (2008)","Page Links:","What Links Here"
"719","Alex (3 November 2022)","Portrayed by","Uncredited (search)"
"720","Alex (3 November 2022)","Introduced by","Kate Oates Chris Clenshaw"
"721","Alex (3 November 2022)","Gender"," Female"
"722","Alex (3 November 2022)","Appears on","3 November 2022"
"723","Alex (3 November 2022)","Episode Count"," 1 "
"724","Alex (3 November 2022)","Status","Alive"
"725","Alex (3 November 2022)","Occupation","Add information or Blank"
"726","Alex (3 November 2022)","Classification","Former; guest"
"727","Alex (3 November 2022)","Page Links:","What Links Here"
"728","Alex (9 August 2019)","Portrayed by","Lenny Sherman (search)"
"729","Alex (9 August 2019)","Introduced by","Kate Oates Jon Sen"
"730","Alex (9 August 2019)","Gender"," Male"
"731","Alex (9 August 2019)","Appears on","9 August 2019"
"732","Alex (9 August 2019)","Duration","2019"
"733","Alex (9 August 2019)","Episode Count"," 1 "
"734","Alex (9 August 2019)","Status","Alive"
"735","Alex (9 August 2019)","Classification","Former; guest"
"736","Alex (9 August 2019)","Page Links:","What Links Here"
"737","Alex Atkins","Portrayed by","Charlie Roe (search)"
"738","Alex Atkins","Introduced by","Kate Oates (2021)Jon Sen (2021)"
"739","Alex Atkins","Gender"," Male"
"740","Alex Atkins","First Mentioned","2 December 2019"
"741","Alex Atkins","Appears on","17 September 2021"
"742","Alex Atkins","Cause/Reason","Died in hospital after failing to make peace with his son Gray Atkins"
"743","Alex Atkins","Duration","2021"
"744","Alex Atkins","Episode Count"," 1 "
"745","Alex Atkins","Status","Deceased"
"746","Alex Atkins","Date of Death","21st October 2021 (off-screen)"
"747","Alex Atkins","Occupation","Retired"
"748","Alex Atkins","Classification","Former; guest"
"749","Alex Atkins","Spouse","Mrs Atkins"
"750","Alex Atkins","Sons","Gray Atkins"
"751","Alex Atkins","Grandsons","Mackenzie Atkins Jordan Atkins"
"752","Alex Atkins","Granddaughters","Mia Atkins"
"753","Alex Atkins","Other known relatives","Chantelle Atkins (daughter in law; 2011-2020; deceased)Chelsea Atkins (daughter in law 2021-)"
"754","Alex Atkins","Page Links:","What Links Here"
"755","Alex Harkinson","Portrayed by","Ben Nealon (search)"
"756","Alex Harkinson","Introduced by","Louise Berridge"
"757","Alex Harkinson","Gender"," Male"
"758","Alex Harkinson","First Appearance","12 December 2003"
"759","Alex Harkinson","Last Appearance","26 December 2003"
"760","Alex Harkinson","Duration","2003"
"761","Alex Harkinson","Episode Count"," 3 "
"762","Alex Harkinson","Status","Alive"
"763","Alex Harkinson","Classification","Former; guest"
"764","Alex Harkinson","Sons","Danny Harkinson"
"765","Alex Harkinson","Father","Derek Harkinson"
"766","Alex Harkinson","Mother","Cynthia Harkinson"
"767","Alex Harkinson","Sisters","Mary Harkinson"
"768","Alex Harkinson","Page Links:","What Links Here"
"769","Alex Healy","Portrayed by","Richard Driscoll"
"770","Alex Healy","Introduced by","Jane Harris (1997)"
"771","Alex Healy","Gender"," Male"
"772","Alex Healy","First Appearance","31 March 1997"
"773","Alex Healy","Last Appearance","23 August 1999"
"774","Alex Healy","Credits","List of appearances"
"775","Alex Healy","Duration","1997-1999"
"776","Alex Healy","Episode Count"," 156 "
"777","Alex Healy","Status","Alive"
"778","Alex Healy","Age","55"
"779","Alex Healy","Date of Birth","11th March 1967"
"780","Alex Healy","Occupation","Vicar"
"781","Alex Healy","Classification","Former; regular"
"782","Alex Healy","Romances","Kathy Hills"
"783","Alex Healy","Father","Jeff Healy"
"784","Alex Healy","Mother","Jane Healy"
"785","Alex Healy","Sisters","Melanie Owen Katie Healy"
"786","Alex Healy","Nephews","Hunter Owen"
"787","Alex Healy","Page Links:","What Links Here"
"788","Alex Oakton","Birth","Alexander Oakton"
"789","Alex Oakton","Portrayed by","Luke Higgins (search)"
"790","Alex Oakton","Introduced by","Kate Oates (2021)Jon Sen (2021)"
"791","Alex Oakton","Gender"," Male"
"792","Alex Oakton","Appears on","16 April 2021"
"793","Alex Oakton","Episode Count"," 1 "
"794","Alex Oakton","Status","Alive"
"795","Alex Oakton","Occupation","Student"
"796","Alex Oakton","Classification","Former; guest"
"797","Alex Oakton","Page Links:","What Links Here"
"798","Alexa Smith","Nicknames","Lexi"
"799","Alexa Smith","Portrayed by","Saffron Coomber (search)"
"800","Alexa Smith","Introduced by","Lorraine Newman (2012)"
"801","Alexa Smith","Gender"," Female"
"802","Alexa Smith","First Appearance","1 October 2012"
"803","Alexa Smith","Last Appearance","7 March 2013"
"804","Alexa Smith","Duration","2012-2013"
"805","Alexa Smith","Episode Count"," 7 "
"806","Alexa Smith","Status","Alive"
"807","Alexa Smith","Classification","Former; guest"
"808","Alexa Smith","Page Links:","What Links Here"
"809","Alexander (29 January 1987)","Portrayed by","Colin Gourley (search)"
